"groupid","costTotal","type","census","modelfuture","change","per","costperperson","ncyclebefore","ncycleafter","carkm","length","jouneyqualben","healthdeathavoided","healthbenefit","congestionbenefit","totalBen","costBenRatio","idGlobal","geotext"
1,3835181,"Cycle Lanes",448,817,369,82.37,10393.44,448,817,-618591.6,8943.85007791497,197794.1,0.46,8495209.61,96500.29,8789504,2.3,1,"MULTILINESTRING ((-2.679988 51.496193, -2.679884 51.49617, -2.679709 51.49617, -2.679506 51.496185, -2.678663 51.496262, -2.677541 51.496353, -2.676898 51.496407, -2.676219 51.49646, -2.675725 51.496502, -2.675332 51.496525, -2.675195 51.496521, -2.67504 51.496483, -2.674917 51.496433, -2.674794 51.49638, -2.67466 51.4963, -2.6746 51.496235, -2.674532 51.496147, -2.674478 51.496071, -2.674447 51.495979), (-2.680051 51.496532, -2.680036 51.496365, -2.680011 51.496296, -2.679988 51.496193), (-2.674447 51.495979, -2.67442 51.495937, -2.674317 51.495926, -2.674197 51.495953, -2.674052 51.495998, -2.673693 51.49612, -2.673275 51.496281, -2.672941 51.496387, -2.672774 51.496456, -2.672647 51.496513, -2.672562 51.496582, -2.672508 51.496693, -2.672531 51.496719, -2.672276 51.496857, -2.671766 51.497036), (-2.671766 51.497036, -2.671056 51.49736, -2.670699 51.497555, -2.670304 51.497665, -2.669665 51.497768, -2.669045 51.497913, -2.668455 51.498085, -2.668037 51.498241, -2.667746 51.498375, -2.667514 51.49852, -2.6672 51.498722, -2.667065 51.498825, -2.667019 51.49894, -2.666965 51.499287, -2.666939 51.499557, -2.666924 51.499687, -2.66689 51.499741, -2.666824 51.499805, -2.666783 51.499847), (-2.666783 51.499847, -2.666687 51.499878, -2.666569 51.499916, -2.666514 51.499943, -2.666492 51.499985, -2.666524 51.500034, -2.666703 51.500133), (-2.666703 51.500134, -2.66671 51.500191, -2.66674 51.500301, -2.666653 51.500427, -2.666603 51.500473, -2.666535 51.500511, -2.665912 51.500767, -2.665364 51.500999, -2.664512 51.501354, -2.663798 51.501644, -2.663642 51.501766, -2.663488 51.50185, -2.662949 51.502102, -2.662549 51.502308, -2.662517 51.502338, -2.662488 51.502392, -2.66228 51.50248, -2.662109 51.50256), (-2.662109 51.50256, -2.662062 51.502579), (-2.662062 51.502579, -2.661031 51.503181, -2.660371 51.503582, -2.660308 51.503586, -2.660235 51.503563, -2.660085 51.503521, -2.659649 51.503258), (-2.659649 51.503258, -2.659291 51.503506, -2.659104 51.503563, -2.658801 51.503548, -2.658066 51.503361), (-2.658066 51.503361, -2.657623 51.503937, -2.657194 51.504272, -2.656627 51.504532, -2.655686 51.504795, -2.655256 51.504894), (-2.641178 51.504345, -2.6407 51.504486, -2.640179 51.504635, -2.638925 51.504974), (-2.642347 51.504333, -2.642189 51.504154), (-2.642188 51.504154, -2.641332 51.504341, -2.641178 51.504345), (-2.642865 51.504902, -2.642347 51.504334), (-2.642938 51.504982, -2.642865 51.504902), (-2.655256 51.504894, -2.654862 51.504997), (-2.638925 51.504974, -2.638873 51.504986), (-2.654862 51.504997, -2.654295 51.505146), (-2.654295 51.505146, -2.652656 51.505569, -2.652311 51.505646), (-2.638466 51.505085, -2.637957 51.505211), (-2.638873 51.504986, -2.638466 51.505085), (-2.643952 51.505306, -2.643706 51.505291, -2.643472 51.50526, -2.643193 51.505161, -2.643 51.505039, -2.642938 51.504982), (-2.649276 51.505714, -2.649241 51.505707), (-2.650654 51.505833, -2.649984 51.505802, -2.649593 51.50576, -2.649276 51.505714), (-2.633746 51.506287, -2.634123 51.506168, -2.634425 51.5061), (-2.633311 51.506412, -2.633746 51.506287), (-2.627635 51.506454, -2.627815 51.506413, -2.627894 51.506386, -2.627956 51.506352), (-2.632892 51.506546, -2.63331 51.506413), (-2.595382 51.506897, -2.595116 51.506584, -2.595074 51.506535), (-2.628017 51.506477, -2.627956 51.506352), (-2.632053 51.507252, -2.632131 51.507206, -2.632229 51.507122, -2.632319 51.506985, -2.632352 51.506935, -2.632372 51.506897), (-2.626162 51.506779, -2.625822 51.506958, -2.62549 51.507179, -2.625301 51.507294), (-2.631008 51.507362, -2.630967 51.507362, -2.630841 51.507359, -2.630708 51.50737, -2.630453 51.507416, -2.630347 51.507435, -2.630122 51.507465, -2.629938 51.507462, -2.629781 51.507454, -2.629622 51.507431, -2.629454 51.507397, -2.629313 51.507351, -2.629197 51.507309, -2.629023 51.507236, -2.628832 51.507149, -2.628716 51.507084, -2.628518 51.506954), (-2.631077 51.507366, -2.631789 51.507328, -2.631986 51.507275, -2.632053 51.507252), (-2.631077 51.507366, -2.631008 51.507362), (-2.631077 51.507366, -2.631084 51.507423, -2.631102 51.507538, -2.6311 51.507687), (-2.628067 51.506573, -2.628017 51.506477), (-2.627635 51.506454, -2.627377 51.506458, -2.627241 51.506462, -2.627115 51.506481, -2.626991 51.506512, -2.626836 51.506557, -2.626485 51.50666, -2.626254 51.506741, -2.626162 51.506779), (-2.628146 51.506664, -2.628118 51.506638, -2.628067 51.506573), (-2.632471 51.506718, -2.632526 51.506683, -2.632698 51.506607, -2.632892 51.506546), (-2.632372 51.506897, -2.632424 51.50679, -2.632471 51.506718), (-2.628195 51.506714, -2.62817 51.506691, -2.628146 51.506664), (-2.596655 51.507923, -2.596048 51.507515, -2.595736 51.507252, -2.595382 51.506897), (-2.628518 51.506954, -2.628345 51.50684, -2.628195 51.506714), (-2.594553 51.5056, -2.594456 51.505516, -2.593783 51.504398), (-2.636881 51.505463, -2.636219 51.505634, -2.635745 51.505749), (-2.637092 51.505413, -2.636881 51.505463), (-2.649241 51.505707, -2.649049 51.50568, -2.647417 51.505424, -2.647272 51.505405), (-2.647271 51.505405, -2.64701 51.505375, -2.646791 51.505356), (-2.637956 51.505211, -2.637092 51.505413), (-2.64679 51.505356, -2.645908 51.505306, -2.644105 51.505321, -2.643953 51.505306), (-2.652311 51.505646, -2.651958 51.50573, -2.651323 51.50581, -2.650654 51.505833), (-2.595074 51.506534, -2.594707 51.505936, -2.594607 51.505756, -2.594553 51.5056), (-2.635745 51.505749, -2.634425 51.5061), (-2.63499 51.50877, -2.634113 51.508694), (-2.633317 51.508621, -2.63297 51.508587), (-2.634113 51.508694, -2.633981 51.508686), (-2.633981 51.508686, -2.633317 51.508621), (-2.63048 51.509045, -2.630261 51.50935), (-2.612426 51.509605, -2.611395 51.509636), (-2.619921 51.509369, -2.619853 51.50938, -2.619097 51.509556), (-2.621193 51.509094, -2.619921 51.509369), (-2.630261 51.50935, -2.63012 51.509544, -2.630011 51.509697), (-2.599755 51.509941, -2.599126 51.509537, -2.599004 51.509453), (-2.599974 51.510082, -2.599755 51.509941), (-2.619097 51.509556, -2.618892 51.509602), (-2.618892 51.509602, -2.618803 51.509621), (-2.613335 51.509708, -2.613118 51.509666, -2.612959 51.509647, -2.612663 51.509621, -2.612426 51.509605), (-2.618375 51.509666, -2.618452 51.509659, -2.618592 51.50964, -2.618802 51.509621), (-2.618127 51.509647, -2.618185 51.509663), (-2.618186 51.509663, -2.618296 51.509666, -2.618375 51.509666), (-2.611395 51.509636, -2.610782 51.509682, -2.609809 51.509861), (-2.630011 51.509697, -2.629952 51.509773), (-2.617837 51.509727, -2.617856 51.509712, -2.617927 51.509666, -2.618042 51.509644, -2.618127 51.509647), (-2.617826 51.509754, -2.617836 51.509728), (-2.618296 51.509831, -2.618276 51.509872), (-2.618186 51.509663, -2.618251 51.509697, -2.618287 51.509731, -2.61831 51.509804, -2.618296 51.50983), (-2.617698 51.50983, -2.617762 51.5098, -2.617797 51.509773, -2.617826 51.509754), (-2.629951 51.509773, -2.629824 51.509995, -2.629736 51.51025), (-2.629736 51.51025, -2.629653 51.51057), (-2.629506 51.511063, -2.629309 51.511604, -2.629235 51.51181), (-2.602899 51.510475, -2.602507 51.510506, -2.602329 51.510529, -2.602134 51.510571), (-2.602134 51.510571, -2.601851 51.510647, -2.601652 51.510719, -2.601473 51.510792), (-2.601472 51.510792, -2.60131 51.510849, -2.601207 51.510872, -2.6011 51.510895), (-2.629653 51.510571, -2.62955 51.510925, -2.629506 51.511063), (-2.629235 51.51181, -2.629178 51.511948), (-2.629178 51.511948, -2.629164 51.511982), (-2.629164 51.511982, -2.629077 51.512161, -2.629031 51.512253, -2.628955 51.512337, -2.628715 51.51252), (-2.628715 51.51252, -2.628554 51.512642, -2.628505 51.512672), (-2.628505 51.512672, -2.628222 51.512844), (-2.628222 51.512844, -2.627608 51.51329), (-2.627608 51.51329, -2.627205 51.513546), (-2.627205 51.513546, -2.626793 51.513836), (-2.626793 51.513836, -2.626266 51.514347, -2.625812 51.514839), (-2.625811 51.514839, -2.625612 51.515037), (-2.625612 51.515038, -2.625257 51.515419, -2.624813 51.515892), (-2.624813 51.515892, -2.624549 51.51617, -2.624471 51.516262), (-2.617141 51.510006, -2.616553 51.510128, -2.616413 51.510151, -2.616267 51.510166, -2.616083 51.510181, -2.615899 51.510185, -2.61572 51.510178, -2.615545 51.510162, -2.615396 51.510147), (-2.617283 51.509975, -2.617142 51.510006), (-2.609421 51.509937, -2.608319 51.510136), (-2.615395 51.510147, -2.615195 51.510109, -2.614407 51.509941), (-2.609809 51.509861, -2.609422 51.509937), (-2.614407 51.509941, -2.613609 51.509766, -2.613335 51.509708), (-2.617283 51.509975, -2.617453 51.509914, -2.61759 51.509865, -2.617697 51.509831), (-2.6011 51.510895, -2.600917 51.510704, -2.600497 51.510422, -2.600111 51.51017, -2.599974 51.510082), (-2.618276 51.509873, -2.618294 51.509922, -2.618326 51.50996, -2.618462 51.510071, -2.618715 51.510262, -2.619034 51.510494, -2.619177 51.510609, -2.61931 51.510738, -2.619371 51.510811, -2.619462 51.510929), (-2.608319 51.510136, -2.608252 51.510151), (-2.608252 51.510151, -2.60798 51.510185, -2.607589 51.51022, -2.607068 51.510239), (-2.607067 51.510239, -2.60655 51.510246), (-2.606549 51.510246, -2.605201 51.510303), (-2.605201 51.510304, -2.604211 51.510376, -2.602899 51.510475), (-2.622554 51.508774, -2.622233 51.50885), (-2.622233 51.50885, -2.621958 51.508907, -2.621193 51.509094), (-2.622842 51.508682, -2.622721 51.508728, -2.622554 51.508774), (-2.599004 51.509453, -2.598033 51.50882), (-2.624125 51.508026, -2.6241 51.508045), (-2.624266 51.507942, -2.624125 51.508026), (-2.6311 51.507687, -2.631111 51.507942, -2.63109 51.508076, -2.631064 51.508167, -2.631011 51.508331, -2.630973 51.508415), (-2.625301 51.507294, -2.625248 51.507328, -2.624895 51.507545, -2.624707 51.507664, -2.624266 51.507942), (-2.624099 51.508045, -2.623661 51.508297, -2.62355 51.508366), (-2.598033 51.50882, -2.59704 51.508175, -2.596656 51.507923), (-2.62355 51.508366, -2.623482 51.5084), (-2.623482 51.5084, -2.623363 51.508457, -2.623162 51.508549, -2.622842 51.508682), (-2.63297 51.508587, -2.63273 51.508568, -2.630973 51.508415), (-2.630973 51.508415, -2.63048 51.509045))"
2,2949926,"Stepped Cycle Tracks",3219,4265,1046,32.49,2820.2,3219,4265,-561492.8,4922.83566731312,647868.94,0.78,14302865.07,87592.88,15038326.89,5.1,2,"MULTILINESTRING ((-2.584764 51.45113, -2.584725 51.45126), (-2.585372 51.451572, -2.585455 51.451271), (-2.58438 51.4519, -2.584418 51.45174), (-2.584418 51.45174, -2.584431 51.451687, -2.584595 51.45105), (-2.584248 51.452457, -2.584287 51.452301, -2.584338 51.452076, -2.584354 51.452007, -2.58438 51.451901), (-2.584569 51.452004, -2.584702 51.452068, -2.58484 51.452145), (-2.584725 51.45126, -2.584656 51.451706, -2.584642 51.451782, -2.584569 51.452003), (-2.585123 51.452255, -2.585182 51.452171, -2.585226 51.45211, -2.585262 51.451969, -2.585372 51.451572), (-2.58438 51.451901, -2.584569 51.452003), (-2.584569 51.452004, -2.584552 51.452095, -2.584534 51.452202), (-2.58484 51.452145, -2.584691 51.452156, -2.584534 51.452202), (-2.585123 51.452255, -2.58484 51.452145), (-2.584534 51.452202, -2.584479 51.452427), (-2.586938 51.45256, -2.587347 51.452465), (-2.582635 51.453003, -2.581955 51.452843), (-2.58914 51.45269, -2.589273 51.452717, -2.589459 51.452782), (-2.589059 51.45266, -2.58914 51.45269), (-2.588971 51.452622, -2.589059 51.45266), (-2.586518 51.452663, -2.586579 51.452648), (-2.58658 51.452648, -2.586938 51.45256), (-2.588786 51.452835, -2.588824 51.452759, -2.588971 51.452622), (-2.585942 51.452782, -2.585842 51.452717), (-2.584234 51.452511, -2.584248 51.452458), (-2.585842 51.452717, -2.585123 51.452255), (-2.584479 51.452427, -2.58444 51.452591), (-2.58398 51.453106, -2.584106 51.452957), (-2.584106 51.452957, -2.584234 51.452511), (-2.587881 51.452885, -2.587488 51.452614, -2.58739 51.452538, -2.587348 51.452465), (-2.586052 51.452854, -2.586155 51.452778, -2.586348 51.452702, -2.586518 51.452663), (-2.586052 51.452854, -2.585942 51.452782), (-2.584439 51.452591, -2.584243 51.453178), (-2.583383 51.453171, -2.582635 51.453003), (-2.591706 51.45385, -2.59184 51.453941), (-2.591666 51.453831, -2.591632 51.453808), (-2.591706 51.45385, -2.591666 51.453831), (-2.586547 51.454041, -2.58647 51.454079, -2.586299 51.454128, -2.586078 51.454163, -2.585975 51.454174), (-2.5836 51.454353, -2.583724 51.454041), (-2.585975 51.454174, -2.585274 51.454212), (-2.585274 51.454212, -2.585185 51.454216), (-2.585185 51.454216, -2.584045 51.454231), (-2.584428 51.457195, -2.584423 51.457104, -2.584404 51.456989, -2.584317 51.456802, -2.583947 51.456234), (-2.584074 51.454578, -2.58409 51.454559, -2.584097 51.454521), (-2.584097 51.454521, -2.584095 51.454414), (-2.584094 51.454414, -2.584045 51.454231), (-2.583947 51.456234, -2.583629 51.45575, -2.58353 51.455509, -2.583472 51.455257, -2.58345 51.455013, -2.583464 51.454758, -2.583523 51.454548, -2.5836 51.454353), (-2.583701 51.45443, -2.583594 51.454769, -2.583581 51.455006, -2.583604 51.455254, -2.583667 51.455498, -2.58377 51.455734, -2.584232 51.456459), (-2.584617 51.457356, -2.584607 51.457451, -2.584566 51.457588, -2.584467 51.457821), (-2.583899 51.458557, -2.583821 51.45882, -2.583824 51.458927, -2.583839 51.459023, -2.583858 51.459087), (-2.58373 51.458519, -2.583806 51.458393, -2.584139 51.457985, -2.584168 51.457951), (-2.584467 51.457821, -2.58434 51.457962, -2.58403 51.458378), (-2.58403 51.458378, -2.583921 51.458519, -2.5839 51.458557), (-2.587224 51.459316, -2.587562 51.459324, -2.589186 51.45932), (-2.580991 51.45956, -2.581112 51.459618, -2.581237 51.45969), (-2.58379 51.459492, -2.583815 51.459446, -2.583818 51.45937, -2.583788 51.459297, -2.583708 51.459171, -2.583654 51.45903, -2.583636 51.458847, -2.58373 51.458519), (-2.583858 51.459087, -2.584071 51.459354, -2.584112 51.459389, -2.584176 51.459435, -2.58424 51.459457, -2.584312 51.459465, -2.584461 51.459476), (-2.584461 51.459476, -2.584621 51.459427, -2.58484 51.459354, -2.584877 51.459347, -2.585037 51.459301, -2.585363 51.459221, -2.585602 51.459202, -2.585852 51.459198, -2.586881 51.459286, -2.586964 51.459293, -2.587224 51.459316), (-2.584046 51.459564, -2.584169 51.459541, -2.584461 51.459476), (-2.582674 51.460419, -2.582433 51.460518), (-2.579963 51.460259, -2.579699 51.460384, -2.579545 51.460522, -2.579424 51.460667, -2.579368 51.460789, -2.579354 51.460937, -2.579362 51.461098, -2.579329 51.46125, -2.579232 51.461437, -2.579144 51.461548, -2.578972 51.461697), (-2.578972 51.461697, -2.578857 51.461769), (-2.581843 51.460045, -2.581957 51.460106, -2.582065 51.460159), (-2.582065 51.460159, -2.582165 51.460186, -2.582241 51.460209, -2.582331 51.460236), (-2.582331 51.460236, -2.582492 51.460121), (-2.582982 51.460247, -2.582798 51.460297, -2.582694 51.460312, -2.582595 51.460312, -2.582511 51.460293, -2.582331 51.460236), (-2.583172 51.459804, -2.583455 51.459702), (-2.581238 51.45969, -2.581372 51.45977, -2.581842 51.460045), (-2.583455 51.459702, -2.583848 51.45961, -2.583906 51.459599, -2.584046 51.459564), (-2.583455 51.459701, -2.5837 51.459587, -2.583752 51.459538, -2.58379 51.459492), (-2.581237 51.45969, -2.581036 51.459808, -2.580773 51.459949, -2.580551 51.460052, -2.58032 51.460148, -2.579964 51.460258), (-2.582492 51.460121, -2.583172 51.459805), (-2.584024 51.459808, -2.583936 51.459846, -2.582982 51.460247), (-2.584074 51.45985, -2.582674 51.460419), (-2.584232 51.456459, -2.58444 51.45676, -2.584614 51.457249, -2.584617 51.457355), (-2.584168 51.457951, -2.584199 51.457912, -2.584304 51.457733, -2.584377 51.457569, -2.584428 51.457417, -2.584439 51.45731, -2.584428 51.457195), (-2.588336 51.453194, -2.588207 51.453285), (-2.591054 51.453484, -2.591543 51.453758, -2.591632 51.453808), (-2.587383 51.45369, -2.587232 51.45361), (-2.590779 51.453369, -2.591054 51.453484), (-2.590672 51.453289, -2.590779 51.453369), (-2.590575 51.453239, -2.590672 51.453289), (-2.583725 51.45404, -2.583838 51.453392), (-2.587674 51.453548, -2.587384 51.45369), (-2.588207 51.453285, -2.587674 51.453548), (-2.590779 51.453369, -2.590634 51.453331), (-2.583838 51.453392, -2.583807 51.453323, -2.583742 51.453281, -2.583573 51.453217), (-2.589459 51.452782, -2.590001 51.452991, -2.590428 51.453178), (-2.590428 51.453178, -2.590575 51.453239), (-2.588786 51.452835, -2.588336 51.453194), (-2.588336 51.453194, -2.587881 51.452885), (-2.583573 51.453217, -2.583705 51.453213, -2.583819 51.453201, -2.583979 51.453106), (-2.583573 51.453217, -2.583384 51.453171), (-2.583936 51.453506, -2.584106 51.452957), (-2.587232 51.453609, -2.586052 51.452854), (-2.583838 51.453392, -2.58398 51.453106), (-2.587383 51.45369, -2.587094 51.453815), (-2.583725 51.45404, -2.583936 51.453507), (-2.587093 51.453816, -2.586547 51.45404), (-2.58357 51.454155, -2.583838 51.453392), (-2.584243 51.453178, -2.583701 51.45443))"
3,1109858,"Cycle Street",1528,2068,540,35.34,2055.29,1528,2068,-1064448,4533.8033115609,0,0.37,6851433.82,166053.89,7017487.71,6.3,3,"MULTILINESTRING ((-2.581574 51.460854, -2.581068 51.461094, -2.580649 51.461361, -2.577768 51.463783), (-2.577768 51.463783, -2.577357 51.464207, -2.577138 51.464462, -2.576955 51.464748), (-2.576955 51.464748, -2.576734 51.464935, -2.576234 51.465374, -2.576152 51.465485, -2.57612 51.46558, -2.576106 51.465729), (-2.576106 51.465729, -2.576127 51.465839), (-2.576127 51.465839, -2.576072 51.466011, -2.575991 51.466129, -2.575801 51.466225), (-2.575801 51.466225, -2.575417 51.466286), (-2.575416 51.466286, -2.575021 51.466354, -2.574863 51.4664, -2.574695 51.466499, -2.574484 51.466648), (-2.574484 51.466648, -2.574217 51.466869, -2.574151 51.466934, -2.574128 51.466991), (-2.574128 51.466992, -2.574071 51.467117), (-2.574071 51.467117, -2.574004 51.46703), (-2.574039 51.467251, -2.574071 51.467117), (-2.574029 51.467293, -2.574039 51.467251), (-2.574057 51.46775, -2.57399 51.467674, -2.573956 51.467609, -2.574006 51.467384, -2.574028 51.467293), (-2.574263 51.467968, -2.574158 51.467857, -2.574057 51.467751), (-2.574452 51.468159, -2.574263 51.467968), (-2.574494 51.468197, -2.574452 51.468159), (-2.574533 51.468239, -2.574494 51.468197), (-2.574736 51.468452, -2.574533 51.468239), (-2.575046 51.468761, -2.574736 51.468453), (-2.575077 51.468796, -2.575046 51.468762), (-2.575264 51.469013, -2.575077 51.468796), (-2.575362 51.469189, -2.575264 51.469013), (-2.575437 51.469318, -2.575362 51.469189), (-2.575014 51.470058, -2.574807 51.470131), (-2.574807 51.470131, -2.574574 51.470222, -2.574238 51.470356), (-2.575685 51.469807, -2.575437 51.469318), (-2.576244 51.469688, -2.575685 51.469807), (-2.575685 51.469807, -2.57541 51.469902, -2.575014 51.470058), (-2.575926 51.470344, -2.575685 51.469807), (-2.576186 51.470657, -2.575945 51.470379), (-2.573138 51.470898, -2.573044 51.470985), (-2.573569 51.4706, -2.573425 51.470684), (-2.573425 51.470684, -2.573258 51.470795, -2.573138 51.470898), (-2.576472 51.471058, -2.576432 51.470978), (-2.572832 51.471169, -2.572579 51.471363), (-2.573043 51.470985, -2.572832 51.471168), (-2.572579 51.471363, -2.572389 51.471485), (-2.57686 51.472481, -2.576822 51.472374, -2.576781 51.472179), (-2.577125 51.472908, -2.57686 51.472481), (-2.569757 51.472935, -2.568983 51.472687, -2.568759 51.472622, -2.568623 51.472603, -2.568471 51.472614), (-2.576724 51.471645, -2.576672 51.471535), (-2.576788 51.471855, -2.576725 51.471645), (-2.576781 51.472179, -2.576788 51.471855), (-2.576672 51.471535, -2.576472 51.471058), (-2.576431 51.470978, -2.576373 51.470871, -2.576186 51.470657), (-2.575945 51.470379, -2.575926 51.470345), (-2.574237 51.470356, -2.573827 51.470497, -2.573569 51.4706), (-2.577834 51.4739, -2.577721 51.474609), (-2.567211 51.473599, -2.567136 51.473663), (-2.577834 51.4739, -2.577339 51.473667), (-2.567666 51.473206, -2.567449 51.473385, -2.567211 51.473598), (-2.569818 51.4734, -2.569602 51.47356), (-2.577338 51.473667, -2.577347 51.473602, -2.577335 51.473271), (-2.569602 51.47356, -2.568919 51.474129), (-2.564243 51.474361, -2.564261 51.474358), (-2.564087 51.474407, -2.564125 51.474384, -2.564189 51.474365, -2.564242 51.474361), (-2.564262 51.474358, -2.564308 51.474361, -2.564364 51.474373, -2.564419 51.474392, -2.564453 51.474415, -2.564463 51.474422), (-2.56781 51.474873, -2.567672 51.47496), (-2.563058 51.474564, -2.562792 51.474609), (-2.562796 51.474758, -2.562864 51.474747, -2.56285 51.474716, -2.562792 51.474609), (-2.56442 51.474632, -2.564352 51.474655, -2.564297 51.474667, -2.564229 51.474667, -2.564173 51.474655), (-2.562232 51.475094, -2.561924 51.475071), (-2.562382 51.475105, -2.562232 51.475094), (-2.563219 51.475197, -2.562947 51.47517, -2.562718 51.475143, -2.56256 51.475128, -2.562382 51.475105), (-2.567672 51.47496, -2.567081 51.475304), (-2.563428 51.475212, -2.563219 51.475197), (-2.563469 51.475216, -2.563429 51.475212), (-2.564178 51.475269, -2.56361 51.475227, -2.56347 51.475216), (-2.564463 51.474423, -2.56448 51.474438, -2.564497 51.474461, -2.564509 51.474495), (-2.564087 51.474407, -2.564044 51.474361, -2.563895 51.474285, -2.563828 51.474266, -2.563712 51.474258, -2.563666 51.474266, -2.563632 51.474277, -2.563564 51.474323, -2.563449 51.474483, -2.56342 51.474499, -2.563058 51.474564), (-2.564019 51.474533, -2.564017 51.474522, -2.564021 51.474483, -2.564039 51.474449, -2.564087 51.474407), (-2.564509 51.474495, -2.564507 51.474541, -2.564472 51.474594, -2.564421 51.474632), (-2.564173 51.474655, -2.564086 51.474621, -2.564053 51.474594, -2.564032 51.474567, -2.564019 51.474533), (-2.563246 51.474712, -2.563887 51.474594, -2.564019 51.474533), (-2.566462 51.475689, -2.566202 51.475632, -2.565843 51.475559, -2.565289 51.475445, -2.564732 51.475346), (-2.567106 51.475834, -2.566746 51.47575, -2.566462 51.475689), (-2.566462 51.475689, -2.566241 51.475819, -2.565974 51.475986), (-2.568476 51.476196, -2.568236 51.476139), (-2.568773 51.476269, -2.568476 51.476196), (-2.565353 51.476345, -2.565 51.476482), (-2.569799 51.476643, -2.569256 51.476444), (-2.564999 51.476482, -2.563869 51.47686, -2.563606 51.477016, -2.563541 51.477074), (-2.563541 51.477074, -2.563393 51.477207), (-2.569256 51.476444, -2.568773 51.476269), (-2.56776 51.476009, -2.567107 51.475834), (-2.568235 51.476139, -2.56776 51.476009), (-2.565973 51.475987, -2.565353 51.476345), (-2.563393 51.477207, -2.56321 51.477451), (-2.563209 51.477451, -2.56305 51.477707), (-2.564731 51.475346, -2.564444 51.475304, -2.564178 51.475269), (-2.567081 51.475304, -2.56667 51.475552, -2.566462 51.475689), (-2.567135 51.473663, -2.566843 51.473923, -2.56642 51.474178, -2.566123 51.474277, -2.565877 51.474323, -2.565632 51.474354, -2.564853 51.474457, -2.564509 51.474495), (-2.568918 51.474129, -2.568782 51.474239, -2.568549 51.474419), (-2.568549 51.474419, -2.56781 51.474873), (-2.572389 51.471485, -2.572236 51.471581, -2.57186 51.471809, -2.570941 51.472412, -2.57032 51.472904, -2.570201 51.472984), (-2.568471 51.472614, -2.568349 51.472668, -2.568162 51.47279, -2.567666 51.473205), (-2.570091 51.47298, -2.570131 51.472973, -2.570172 51.472977, -2.5702 51.472984), (-2.569757 51.472935, -2.570091 51.47298), (-2.570018 51.473049, -2.569757 51.472935), (-2.577335 51.47327, -2.577328 51.473148, -2.57728 51.473034, -2.577125 51.472908), (-2.570018 51.473049, -2.570024 51.473026, -2.570043 51.473003, -2.570091 51.472981), (-2.570201 51.472984, -2.57023 51.473003, -2.570251 51.473034, -2.570253 51.473057, -2.570237 51.473083, -2.57021 51.473103, -2.570158 51.473118, -2.570117 51.473118, -2.570083 51.473114), (-2.570083 51.473114, -2.57005 51.473099, -2.570026 51.473072, -2.570018 51.473049), (-2.570083 51.473114, -2.569818 51.4734))"
