"code","label"
1,"Crossroads"
2,"Data missing or out of range"
3,"Mini-roundabout"
4,"More than 4 arms (not roundabout)"
5,"Multiple junction"
6,"Not at junction or within 20 metres"
7,"NULL or Invalid value"
8,"Other junction"
9,"Private drive or entrance"
10,"Roundabout"
11,"Slip road"
12,"T or staggered junction"
13,"T, Y or staggered junction"
14,"Undefined"
