"code","label"
1," "
2,"0"
3,"1"
4,"2"
5,"3"
6,"4"
7,"A"
8,"B"
9,"C"
10,"D"
11,"E"
12,"F"
13,"Foreign or diplomatic"
14,"G"
15,"H"
16,"I"
17,"J"
18,"K"
19,"L"
20,"M"
21,"Military"
22,"N"
23,"O"
24,"P"
25,"Q"
26,"R"
27,"S"
28,"T"
29,"Trade Plates"
30,"U"
31,"Unknown"
32,"Unknown or cherished no."
33,"V"
34,"W"
35,"X"
36,"Y"
37,"Z"
