"code","label"
1,"Darkness - lighting unknown"
2,"Darkness - lights lit"
3,"Darkness - lights unlit"
4,"Darkness - no lighting"
5,"Daylight"
6,"Daylight - lightng unknown"
7,"Daylight - lights present"
8,"Daylight - no lighting"
